 ;"DATE";"TIME";"°C";"%HR"
1021;"12/03/2024";"08:45:25";22,01;95,34
1022;"12/03/2024";"08:46:25";22,03;95,36
1023;"12/03/2024";"08:47:25";22,04;95,36
1024;"12/03/2024";"08:48:25";22,06;95,37
1025;"12/03/2024";"08:49:25";22,07;95,38
1026;"12/03/2024";"08:50:25";22,08;95,34
1027;"12/03/2024";"08:51:25";22,10;95,38
1028;"12/03/2024";"08:52:25";22,13;95,39
1029;"12/03/2024";"08:53:25";22,14;95,34
1030;"12/03/2024";"08:54:25";22,14;95,36
1031;"12/03/2024";"08:55:25";22,17;95,38
1032;"12/03/2024";"08:56:25";22,16;95,38
1033;"12/03/2024";"08:57:25";22,17;95,38
1034;"12/03/2024";"08:58:25";22,20;95,41
1035;"12/03/2024";"08:59:25";22,21;95,39
